model,bs,seq_len,latency
resnet101,16,0,21779
resnet101,16,0,21980
resnet101,16,0,21575
resnet101,16,0,21531
resnet101,16,0,21579
resnet101,16,0,21587
resnet101,16,0,30108
resnet101,16,0,24077
resnet101,16,0,21629
resnet101,16,0,21846
resnet101,16,0,21677
resnet101,16,0,21645
resnet101,16,0,30012
resnet101,16,0,27053
resnet101,16,0,25134
resnet101,16,0,21777
resnet101,16,0,21670
resnet101,16,0,21853
resnet101,16,0,21733
resnet101,16,0,21618
resnet101,16,0,21676
resnet101,16,0,21601
resnet101,16,0,21564
resnet101,16,0,21628
resnet101,16,0,21549
resnet101,16,0,21650
resnet101,16,0,21875
resnet101,16,0,21668
resnet101,16,0,21629
resnet101,16,0,21585
resnet101,16,0,21560
resnet101,16,0,21567
resnet101,16,0,21780
resnet101,16,0,27873
resnet101,16,0,30117
resnet101,16,0,25661
resnet101,16,0,21709
resnet101,16,0,21710
resnet101,16,0,21574
resnet101,16,0,21572
resnet101,16,0,29070
resnet101,16,0,25335
resnet101,16,0,21710
resnet101,16,0,21800
resnet101,16,0,21523
resnet101,16,0,21640
resnet101,16,0,28943
resnet101,16,0,24792
resnet101,16,0,21741
resnet101,16,0,21650
resnet101,16,0,21674
resnet101,16,0,21721
resnet101,16,0,29006
resnet101,16,0,27914
resnet101,16,0,21660
resnet101,16,0,28043
resnet101,16,0,25510
resnet101,16,0,27972
resnet101,16,0,24671
resnet101,16,0,22031
resnet101,16,0,21745
resnet101,16,0,21782
resnet101,16,0,21581
resnet101,16,0,27697
resnet101,16,0,24204
resnet101,16,0,21800
resnet101,16,0,21783
resnet101,16,0,21671
resnet101,16,0,21651
resnet101,16,0,27283
resnet101,16,0,21774
resnet101,16,0,21734
resnet101,16,0,21606
resnet101,16,0,21602
resnet101,16,0,21624
resnet101,16,0,25531
resnet101,16,0,21690
resnet101,16,0,21618
resnet101,16,0,21843
resnet101,16,0,21700
resnet101,16,0,21835
resnet101,16,0,21919
resnet101,16,0,21530
resnet101,16,0,21540
resnet101,16,0,21656
resnet101,16,0,21691
resnet101,16,0,21536
resnet101,16,0,27828
resnet101,16,0,23910
resnet101,16,0,21601
resnet101,16,0,21687
resnet101,16,0,21573
resnet101,16,0,21745
resnet101,16,0,21795
resnet101,16,0,26120
resnet101,16,0,21697
resnet101,16,0,21688
resnet101,16,0,21634
resnet101,16,0,21583
resnet101,16,0,21801
resnet101,16,0,21736
resnet101,16,0,21747
resnet101,16,0,21800
resnet101,16,0,21878
resnet101,16,0,21795
resnet101,16,0,22058
resnet101,16,0,21752
resnet101,16,0,21777
resnet101,16,0,21605
resnet101,16,0,21601
resnet101,16,0,21677
resnet101,16,0,21856
resnet101,16,0,21666
resnet101,16,0,21703
resnet101,16,0,21657
resnet101,16,0,29450
resnet101,16,0,26906
resnet101,16,0,26549
resnet101,16,0,27464
resnet101,16,0,26717
resnet101,16,0,26472
resnet101,16,0,25697
resnet101,16,0,24644
resnet101,16,0,26564
resnet101,16,0,25237
resnet101,16,0,25273
resnet101,16,0,26210
resnet101,16,0,25196
resnet101,16,0,24741
resnet101,16,0,26723
resnet101,16,0,26458
resnet101,16,0,25823
resnet101,16,0,21805
resnet101,16,0,21856
resnet101,16,0,21545
resnet101,16,0,31311
resnet101,16,0,25886
resnet101,16,0,21674
resnet101,16,0,29141
resnet101,16,0,24008
resnet101,16,0,31593
resnet101,16,0,27343
resnet101,16,0,26870
resnet101,16,0,26953
resnet101,16,0,26631
resnet101,16,0,27211
resnet101,16,0,27336
resnet101,16,0,26920
resnet101,16,0,27642
resnet101,16,0,26676
resnet101,16,0,25304
resnet101,16,0,26025
resnet101,16,0,27486
resnet101,16,0,26845
resnet101,16,0,27150
resnet101,16,0,30877
resnet101,16,0,22829
resnet101,16,0,21998
resnet101,16,0,21959
resnet101,16,0,21676
resnet101,16,0,22403
resnet101,16,0,21902
resnet101,16,0,21849
resnet101,16,0,22211
resnet101,16,0,22054
resnet101,16,0,22214
resnet101,16,0,21877
resnet101,16,0,21922
resnet101,16,0,21993
resnet101,16,0,21954
resnet101,16,0,21664
resnet101,16,0,21808
resnet101,16,0,21764
resnet101,16,0,29585
resnet101,16,0,30344
