model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
resnet101,0,3,4,0,resnet152,0,52,4,0,bert,0,12,8,16,24622.5,24636.255102040817,184.6336864937027
resnet101,0,35,4,0,resnet152,29,52,4,0,bert,0,12,8,64,17210.5,17608.255102040817,1079.8204339689198
resnet101,4,23,4,0,resnet152,20,52,4,0,bert,0,11,8,64,15592.5,16633.673469387755,1457.1390460420064
resnet101,0,35,4,0,resnet152,45,52,4,0,bert,9,12,8,16,16919.5,18358.520408163266,2201.801559343249
resnet101,0,8,4,0,resnet152,0,13,4,0,bert,0,12,8,16,11662.5,11872.65306122449,454.29506059659684
resnet101,0,12,4,0,resnet152,0,52,4,0,bert,0,12,8,16,24746.0,25884.418367346938,2502.49762553036
resnet101,0,35,4,0,resnet152,0,35,4,0,bert,0,6,8,8,17149.0,17206.326530612245,284.79490563512275
resnet101,0,35,4,0,resnet152,11,52,4,0,bert,4,12,8,64,20004.5,20787.5,1864.1502701209033
resnet101,2,35,4,0,resnet152,0,41,4,0,bert,3,11,8,32,20281.5,22296.948979591838,2707.8089168274005
resnet101,0,0,4,0,resnet152,0,52,4,0,bert,0,12,8,8,24721.0,25164.34693877551,1673.640149202104
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,1,12,8,32,25156.5,25409.755102040817,1068.6677769896544
resnet101,2,35,4,0,resnet152,0,52,4,0,bert,10,12,8,8,25004.0,25271.377551020407,1342.6642757797747
resnet101,23,35,4,0,resnet152,0,52,4,0,bert,0,12,8,16,24598.5,24664.69387755102,399.14665117747023
resnet101,17,18,4,0,resnet152,0,52,4,0,bert,8,12,8,64,24459.5,24870.15306122449,1597.1000783437871
resnet101,0,17,4,0,resnet152,5,52,4,0,bert,0,12,8,32,22429.5,22464.336734693876,173.8485702709578
resnet101,5,35,4,0,resnet152,0,16,4,0,bert,5,7,8,8,15269.5,16228.80612244898,1769.080002218167
resnet101,24,26,4,0,resnet152,0,52,4,0,bert,0,10,8,32,24619.0,26013.29591836735,2914.630491542322
resnet101,0,35,4,0,resnet152,26,28,4,0,bert,0,12,8,16,17462.5,17496.020408163266,272.16351551106845
resnet101,0,32,4,0,resnet152,0,52,4,0,bert,0,12,8,32,24964.0,25819.96907216495,2339.5532636104426
resnet101,0,35,4,0,resnet152,30,52,4,0,bert,9,12,8,16,17002.0,17743.80612244898,1743.4882151276638
resnet101,0,35,4,0,resnet152,43,52,4,0,bert,0,12,8,32,16971.5,17177.081632653062,816.8229228013016
resnet101,0,26,4,0,resnet152,0,52,4,0,bert,0,12,8,32,25121.5,26169.14285714286,2177.4029700258866
resnet101,0,23,4,0,resnet152,0,52,4,0,bert,5,12,8,32,25048.0,25075.34693877551,185.42808177575765
resnet101,0,26,4,0,resnet152,25,52,4,0,bert,0,12,8,16,13470.0,14395.724489795919,1231.191307774314
resnet101,8,35,4,0,resnet152,36,40,4,0,bert,0,12,8,8,13393.5,13685.30612244898,1029.9280379870738
resnet101,29,35,4,0,resnet152,3,52,4,0,bert,0,12,8,32,23684.0,23725.948979591838,183.30950588536962
resnet101,13,35,4,0,resnet152,0,51,4,0,bert,1,5,8,16,24633.0,24668.102040816328,159.68863132805322
resnet101,0,35,4,0,resnet152,31,46,4,0,bert,0,12,8,64,17459.0,18840.88775510204,2100.346686070373
resnet101,0,12,4,0,resnet152,19,37,4,0,bert,0,12,8,64,11588.0,11788.92857142857,805.5315047234595
resnet101,28,35,4,0,resnet152,0,36,4,0,bert,2,5,8,16,17424.0,17773.326530612245,1331.4971761563947
resnet101,0,12,4,0,resnet152,0,47,4,0,bert,0,12,8,32,22591.0,22847.785714285714,1114.1209608054785
resnet101,14,18,4,0,resnet152,16,44,4,0,bert,0,12,8,16,13900.0,14176.438775510203,1168.1829258692228
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,6,12,8,8,24943.5,25529.632653061224,1926.420951241643
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,6,12,8,16,24867.5,25210.377551020407,1428.3294689044756
resnet101,0,24,4,0,resnet152,21,52,4,0,bert,0,12,8,64,15173.5,15986.612244897959,1679.651704862047
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,0,12,8,32,24941.5,25834.20408163265,2563.466490544904
resnet101,0,24,4,0,resnet152,0,52,4,0,bert,3,6,8,8,24666.5,24678.438775510203,167.26442870109804
resnet101,5,30,4,0,resnet152,17,52,4,0,bert,0,12,8,32,17036.0,18009.04081632653,1917.7571291738934
resnet101,0,23,4,0,resnet152,22,28,4,0,bert,0,12,8,8,11709.0,12173.80612244898,1344.22815770334
resnet101,33,35,4,0,resnet152,0,10,4,0,bert,0,9,8,16,8747.5,8770.173469387755,107.85752369944154
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,0,12,8,8,24891.0,25498.091836734693,1907.895876414508
resnet101,0,35,4,0,resnet152,7,52,4,0,bert,0,0,8,64,21825.0,22940.071428571428,2676.522787048867
